Gene,UC4,UC5,CD5,CTR1,CD2,UC3,CD1,UC2,CTR2,UC1,CD6,CTR4,CD3,CTR3,CTR5
LOC728485,0.065218891,0.025854542,0.10492498,0.242142845,0,0.251985016,0.077850953,0.052243217,0.089658639,0.026205822,0.098406704,0.091707901,0.053994173,0.103448884,0.022302071
LOC729159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC729254,0,0,0,0,0,0,0,0,0,0.127643345,0,0,0,0,0
LOC729800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC730098,0.788550771,0.756297525,0.705931489,0.764982004,0.631505545,0.117937121,0.85019104,0.82523852,0.550766172,0.398618044,1.458487933,1.126709268,0.979251859,0.532591583,0.469714009
LOC730183,0.42246601,0.669908076,0.339834343,1.490093812,0.279685342,0.489682222,1.008584511,0.338413964,0.508181159,0.594133714,0.7436864,0.594052898,0.87439017,0.737117733,0.072232653
LOC730268,1.171739189,0.659101019,0.821550838,0.564376213,0.943451715,1.15627823,0.39692555,2.054805651,0.685691115,1.393374089,0.76454049,0.434177379,1.101164004,0.602785612,0.519807157
LOC732265,0,0,0.05670401,0,0.04666768,0,0.05609673,0,0.048453708,0,0.141817,0.099122359,0,0,0
LOC79999,0.021399062,0,0,0,0.021250244,0.024803747,0,0,0,0,0,0.022567806,0,0,0
LONP1,18.57287145,19.72227819,14.6376249,18.34945289,15.9379661,19.12340992,15.56692568,25.97522526,17.54856181,15.1645055,18.94503835,17.65539986,14.71848704,13.3464372,19.82497639
LONP2,19.17612606,20.63278656,20.36924503,22.81853692,19.8675266,21.17175381,21.0764031,20.04016772,20.56444915,21.61763936,22.95617183,23.0003753,21.26189768,19.81335766,18.94644801
LONRF1,5.210241632,5.503970987,5.535711634,7.994955236,5.303606959,5.143222828,11.82764239,7.683829153,6.313938371,8.107947805,7.255666242,5.717140643,6.23340371,5.646529989,5.684897327
LONRF2,0.948565469,1.016348104,0.62011122,2.005140232,1.020709191,0.095311517,1.409228337,0.82571164,1.308062611,2.424939985,2.521322108,1.328668657,2.045937647,1.80830932,0.683885958
LONRF3,1.993994431,2.122393415,1.406833671,1.303960731,1.800545441,2.763568336,3.016441901,1.944180558,4.170698928,2.495426655,1.522288813,3.197009743,1.489276041,2.586125982,2.504495894
LOR,0,0,0,0,0,0.0249078,11.85073578,0,0,0,0,0,0.026685636,0,0
LOX,15.32651779,11.77049046,15.94942559,3.015465164,7.441018435,5.607303393,10.78985166,13.58967243,3.172685836,12.51890907,5.736779246,3.861477875,8.781655151,7.652211022,7.117862951
LOXHD1,0.193176632,0.097001931,0.258987518,0.038251771,0.204622086,0.049758198,0.138355481,0.438438581,0.044261087,0.191465018,0.168409545,0.095072734,0.357175469,0.192018727,0.114500786
LOXL1,13.3941411,9.410602752,15.97916347,6.88560738,9.958692132,6.066773677,10.28178032,7.527016313,6.373863584,6.955128832,9.452057902,3.911727808,11.19125618,9.256507617,5.749941919
LOXL2,51.24013726,24.35511471,27.22768812,13.63327771,14.56874341,23.37557851,17.44811496,25.66643417,10.14704584,33.25611671,19.63700175,12.04641048,19.67460502,19.09066334,20.40179989
LOXL3,3.023245123,3.009964768,3.025973793,2.073555501,2.58206222,1.970587158,2.727267804,1.839423148,1.927378813,2.930309734,3.087548042,1.971431509,2.350069258,2.211013553,2.18601743
LOXL4,2.849064978,2.370755873,1.658447453,2.402845518,1.726476123,0.801851919,2.118766773,1.760887673,1.557923403,2.194490206,2.046423724,2.380697998,2.475522485,3.534449907,1.223270079
LPA,0,0,0.007619956,0.021102139,0.043898832,0.014639906,0.037691747,0.007588108,0,0.015225142,0,0.026640375,0.039212134,0.024040825,0
LPAR1,10.92354531,10.81336351,11.43159107,11.74173465,9.029117228,7.449404858,10.57491115,9.192002884,9.629815017,10.78130397,9.089207163,10.45388585,12.89797914,12.25317758,10.13268583
LPAR2,3.848875417,4.077345009,2.790356456,5.890119923,4.673250685,4.217566888,5.327905393,3.458793704,4.085102686,3.85982595,3.733357716,4.519572735,3.353807347,2.58565055,5.010220972
LPAR3,0.497181184,0.443466329,0.346098205,0.276888027,0.484228904,0.964168985,0.422282992,0.953536218,0.532335093,0.299661068,0.331810751,0.554585665,0.368076235,0.218386724,0.774874685
LPAR4,0.104556565,0.1243472,0.142980141,0.077638929,0.179971024,0.048476791,0.16641044,0.058628104,0.107803113,0.075622006,0.262936775,0.007351139,0.164466857,0.079605843,0.007150775
LPAR5,5.290808055,4.489703276,5.909800693,10.48872415,6.396796487,7.433946308,6.432834909,5.041962425,9.217222785,4.922880339,5.823239154,9.368692295,5.228374098,5.329140898,7.068954541
LPAR6,6.177678255,4.653817641,10.50342771,5.25651759,8.230594348,6.299625402,7.568842651,5.9535499,4.772454623,6.999138302,4.906667583,5.645767655,10.97881514,6.655211513,4.293148662
LPCAT1,22.48568789,28.36016776,16.16215154,22.44304276,16.95660225,22.80416509,15.00075269,21.13770579,10.84393794,25.66244046,18.76364588,9.916042918,20.28861557,15.80605405,20.83048673
LPCAT2,6.36829219,4.571662807,12.60078471,4.699348268,9.53972148,8.000125129,8.264641823,6.282724919,5.688577899,6.189960906,4.592255106,4.228941513,6.878412893,6.705952808,6.769808952
LPCAT3,17.64406375,19.35854773,26.2361724,27.16671001,29.82066747,24.50147425,17.84032307,15.796461,36.24116473,16.5354976,24.3257162,39.1674322,22.74883447,36.62959468,24.9326139
LPCAT4,17.24392117,20.9341391,12.68582778,18.4083862,26.47694702,26.12685457,32.25436604,20.36082905,37.11902495,25.56309178,22.14302251,27.82458044,18.05118598,17.47240586,28.82293428
LPGAT1,12.78407626,11.10304211,15.85828036,15.54912741,18.58553991,11.56521754,10.98714488,12.78399897,7.513228212,15.35758041,10.79657789,10.38813889,14.2619331,22.51997666,14.94279975
LPIN1,5.175375677,9.238398333,8.542787885,11.92328868,6.52573043,9.102226726,10.1534604,11.69424265,5.937539443,12.18271011,9.433945004,4.606204787,10.90356776,7.544757794,9.728549215
LPIN2,10.77557334,11.48923858,14.66203224,17.01573864,16.52503238,16.00261659,12.30341739,9.085386459,16.82727863,10.83038081,15.39988959,14.51627576,16.36418039,16.91515003,12.27720938
LPIN3,2.651989867,3.145103335,2.678581582,4.77929495,5.984661298,3.712896833,11.25760727,1.888652589,6.759032443,3.996018664,4.215066268,7.039219072,4.209184892,5.062018469,3.683510748
LPL,4.134010868,6.399258009,7.416224731,11.13385338,6.092729092,2.24375609,6.227141279,5.742605887,13.81325087,15.39814098,6.402695036,15.39769417,39.16875921,6.192990747,12.29655366
LPO,0,0.013728398,0,0.051429776,0.194873717,0,0,0,0.035705606,0,0.017417525,0,0.172020872,0.197747641,0
LPP,65.44800448,29.20906264,31.25868496,35.43996784,33.39777224,20.54937382,43.39194052,31.43697285,38.44955581,68.8135335,34.91275611,48.52215592,39.12714858,58.11934095,40.09923255
LPXN,5.679263191,7.587559004,13.10013684,15.91293829,6.657855207,9.062117722,8.522502813,9.624515054,6.585657776,7.183866707,8.992157557,4.363738737,11.08284819,7.166888758,6.128854764
LRAT,0.098606464,0.058635427,0.188384207,0.448476516,0.408002981,0,0.441394765,0.128355727,0.118612967,0.475456743,1.339057331,0.164654024,0.765332483,0.914984321,0.075868184
LRBA,14.56493734,16.65225597,17.33843112,22.03627085,18.58766092,18.6135043,21.09799204,16.72080586,22.23895983,18.98632349,23.21081504,19.40135526,18.34226646,15.84404007,16.61327659
LRCH1,5.941806988,6.982069887,8.356191413,10.98887548,7.607195638,5.329921095,9.483102629,7.255217737,6.220393895,8.488653548,10.44178764,5.849286043,9.44380327,7.652401756,5.502621453
LRCH2,1.757856473,1.917680738,1.467189975,1.148274874,1.561880941,0.720032656,2.650523011,1.42929555,1.274158275,2.501364942,1.964351844,1.442669103,1.608505652,1.421391998,1.227081452
LRCH3,3.910203974,4.425508388,6.006660025,6.479398402,4.442902164,4.589998024,5.811686632,4.411446221,5.101929198,5.605046965,7.466304667,4.092286951,5.992573161,4.264269145,3.987551087
LRCH4,11.66311679,14.23218258,13.66026942,18.97128579,13.60665733,13.38666505,17.2174664,13.11626012,14.66272695,13.08222008,16.60450937,12.166565,15.33290179,12.31713046,15.09573152
LRCOL1,0.03059291,0.072767171,0.018456848,0.528167866,0.091140464,0,0.164332639,0.055139117,0.078857099,0.129072722,0.323124662,0.048395687,0.037991421,0.029115513,0.0470766
LRFN1,1.244967268,2.03411824,1.726815821,1.619957633,1.259417855,1.024968013,0.833327918,1.048535599,1.499561098,1.122043715,1.878491396,0.883489234,2.239600716,1.649924514,1.647199808
LRFN2,0.007376552,0.002924266,0.002966872,0.010954981,0.024417507,0.002850065,0.011740393,0.002954472,0.035492792,0.011855988,0.06678146,0.012965723,0.015267463,0.002340107,0.012612326
LRFN3,4.806705716,6.026575623,4.541551566,5.190522031,5.857378395,4.797133434,3.500971285,3.993957562,5.829549432,4.262171163,6.22009927,5.120783223,5.220474368,5.505002521,5.766836702
LRFN4,9.159704974,8.650695721,2.654692055,2.90067318,3.611648943,8.379146013,9.808281769,6.456130089,9.104625186,5.971778514,3.74877546,13.40085053,2.955234388,3.019740166,12.51355518
LRFN5,0.416990073,0.808819663,0.185684168,0.232228335,0.488034829,0.218651565,0.485904373,0.578583341,0.70632652,0.855712945,0.913813432,0.366470549,0.986350244,0.401577162,0.748612036
LRG1,18.62481753,12.89582455,10.6947586,5.102888385,9.739177849,15.31714986,8.161885163,14.57813209,13.36385936,11.18392345,4.585310111,14.85899842,4.602927399,6.594982566,28.69543573
LRGUK,0.105729615,0.109134815,0.163680313,0.088879225,0.027734351,0.097116414,0.178596347,0.155805183,0.065818921,0.192378442,0.222742853,0.12623118,0.116434956,0.064551056,0.085953411
LRIF1,2.564581755,2.676801955,4.883222986,3.844840896,3.771764001,4.427570363,3.100059073,3.692617324,3.280163783,3.326243334,4.604352737,3.126895549,3.628245875,2.790879877,2.175791693
LRIG1,27.47035284,25.04082048,20.49009294,29.77805337,26.59803261,17.18299481,38.69237599,20.45544196,30.83917122,35.70568128,41.37443672,22.01891824,32.11115651,28.95736722,15.54166429
LRIG2,2.368935674,3.614234011,4.581575385,5.548588607,4.315085888,4.263903196,5.780765969,3.513312098,5.87593945,3.626624772,6.168412935,4.475559899,5.585280038,3.839150476,2.430224019
LRIG3,11.1727634,10.5658799,12.15661892,10.93174624,17.53408046,17.54396336,20.02183357,10.23907747,22.76120914,12.06633839,19.65155436,13.59801244,12.89277884,12.8466135,9.696262031
LRIT1,0,0,0,0,0,0,0,0,0.014757818,0,0,0,0,0,0
LRIT2,0,0,0,0,0,0,0,0,0,0,0,0.013560511,0,0,0
LRIT3,0.0107416,0.012774787,0.051843666,0.05982166,0.010666898,0.062253179,0.051288439,0.064533724,0.055375666,0.05179342,0.081038286,0.033984809,0.026678641,0.122674377,0.033058509
LRMDA,1.958428997,1.318371844,3.611467674,2.304833066,4.586814394,1.970209265,3.661007168,2.663980075,3.047908638,3.296167823,5.017943273,1.675695202,3.808682736,2.954029979,2.805154085
LRMP,3.675742613,6.5414009,12.7431252,29.90515285,6.916826665,12.41122429,6.835888846,10.41753001,9.186331753,9.166799954,12.3182145,5.632160119,11.14706803,6.375403071,4.180714189
LRP1,112.5786145,123.0036032,101.1029493,75.43421968,116.504477,58.99894275,103.2948934,114.7706641,95.60441272,119.3948258,119.8122183,89.67485085,122.2232813,108.0734853,104.1278544
LRP10,53.47719076,69.12140157,42.93080501,44.75606343,52.05369923,63.45587712,40.56105025,59.57226941,58.50318469,54.65128746,49.74319378,59.88330292,45.54983071,50.7728384,90.15521153
LRP11,5.753306729,4.514422756,3.86322429,3.550602247,5.498092819,4.886046204,6.558896306,5.38422851,6.804084274,6.101012208,5.706452875,6.414038393,5.998746153,4.191426876,4.647139825
LRP12,4.247061287,3.923297513,3.706356698,2.057222032,3.25632204,3.583331391,4.433007265,5.198067845,4.765910936,4.548090208,4.083399884,4.624850003,4.02307992,4.248759596,3.009328254
LRP1B,0.085026763,0.096724211,0.095903183,0.146175858,0.1101332,0.029994969,0.150036613,0.128817115,0.224884653,0.18716418,0.47413063,0.087721275,0.29610945,0.117862668,0.05499065
LRP2,0.020773945,0.024706071,0,0,0.110883426,0,0,0.015600796,0.016064242,0.009390655,0.023508857,0.002738568,0.022573129,0.004942682,0
LRP2BP,0.148702226,0.18150274,0.179425524,0.204857194,0.22538814,0.149682276,0.364350192,0.230397475,0.197701494,0.283028884,0.277512793,0.148569952,0.204102304,0.167590748,0.128462655
LRP3,9.108922488,8.137826028,4.887785696,8.719050834,10.52417909,5.532898887,7.344640133,8.064025926,8.895080735,7.403757337,12.35653077,9.086842946,11.67889054,11.36768634,5.941449266
LRP4,4.626177048,4.323865968,1.77845879,3.651163869,4.242721486,7.211892851,4.935737476,2.224408032,9.985423453,4.780601986,4.192919045,13.608532,3.60707331,5.487563412,4.209585416
LRP5,18.74460795,21.36375847,10.84176002,21.91284646,34.82485904,19.67986102,22.42559259,13.66253407,30.55698494,19.10100252,26.46766909,35.5593292,23.18163881,30.2412491,20.33396299
LRP5L,0.870873278,0.911618861,0.784471188,1.493004737,1.119878079,0.83266599,2.802474199,0.819769796,1.531006208,2.443049372,2.107297014,1.269729165,0.687763401,0.580553798,1.091023602
LRP6,5.856942403,5.669315058,6.388419242,6.50204534,9.448453861,5.511972475,9.130434435,4.744490098,9.66208675,7.981291295,10.10150479,8.479845065,8.911082782,7.748365446,4.078598096
LRP8,1.566701782,2.330579328,1.206898605,1.506306408,0.653742719,1.851462259,2.247837198,3.305099115,0.652453618,3.364967879,1.232024152,0.322919166,1.311846592,0.529392898,4.230116844
LRPAP1,7.88001758,10.35219708,9.428322599,8.010214469,8.118758995,9.737871977,7.939156836,9.856258512,8.465565518,9.133186636,10.78073022,8.060183133,8.790708462,7.514281048,7.952214478
LRPPRC,26.04516301,21.10467476,20.05810083,30.64447772,24.51694946,30.8966199,31.95092839,25.45681615,37.61705016,29.63432508,21.96597243,40.14154248,23.36966266,23.77805122,25.04905793
LRR1,4.931594627,6.032627796,4.902086055,6.853128183,5.387028193,8.928211791,3.728294779,9.932498317,4.963658949,5.152109665,4.464675488,9.98085466,4.666086683,5.028682839,6.311933405
LRRC1,3.563408954,3.637602699,2.172546992,3.755061494,4.152089457,5.837521619,5.508091485,3.190886879,7.31315616,3.87773419,2.915702253,9.105079732,2.759886906,4.348495076,6.121005202
LRRC10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC10B,1.311186756,0.57103701,0.267395567,0.555379004,0.421796754,0.235462339,1.432880879,0.510366079,0.628347862,0.890454701,0.947406585,0.564805364,1.467746059,0.509692044,0.871479303
LRRC14,4.079377671,5.75058839,3.15813508,5.949756485,4.780472795,5.042550831,6.044310414,5.587187448,5.610511026,4.926042361,9.168298767,5.174649436,6.084422541,4.045272635,4.411723022
LRRC14B,0.032090214,0.095410753,0.154881431,0.053614635,0,0.260371362,0.095764191,0.057837782,0.033086635,0.077365661,0.12104975,0.101528618,0.039850828,0.320675337,0
LRRC15,3.083788507,2.313720392,4.853023216,0.276629856,0.733043982,2.726804521,11.93262448,3.216299984,0.199165949,4.399247227,0.739071896,0.13823731,1.961901903,0.400507403,0.191088199
LRRC17,1.189292526,1.187400663,2.37396997,0.899468271,1.735081282,0.867953405,2.909392296,1.570151065,1.92259314,1.008844338,2.34833912,1.068433191,1.896276897,1.173779737,0.105437415
LRRC18,0.053950427,0.045830179,0.046497928,0.017169053,0.053575234,0.098267995,0.036799961,0,0.214555972,0.046452863,0.023258308,0.073153307,0.047855471,0.029340026,0
LRRC19,8.924813947,6.333359953,7.466892164,10.92722424,18.5373492,24.0588786,13.56754368,4.556914212,30.19311797,9.307459874,3.426556504,40.07992932,9.503887037,22.68259378,11.70673339
LRRC2,0.562202935,1.282280352,0.659774231,0.617621254,0.864207208,0.428483448,0.81818362,1.739705988,1.103735586,1.930986413,1.243384081,0.633518732,1.367637592,1.099423862,0.450337534
LRRC20,2.456973374,3.834342276,2.53534306,2.563291572,2.660690822,2.255115496,2.773607405,2.49802939,2.154993786,2.599893397,3.740798508,2.661513314,3.35489702,2.687481877,1.904660996
LRRC23,2.162791268,2.166036112,2.032775762,1.698968366,2.373829343,1.319421543,1.820775205,1.50453208,1.760484729,1.70148579,3.366420437,2.352944521,2.516203445,1.733343517,1.7282866
LRRC24,1.295053819,1.127634488,1.395200252,2.498567069,1.630524508,1.12582696,2.291228527,1.194857203,1.812146809,1.867756373,4.257071037,1.292618207,1.723121035,0.924384663,0.735452324
LRRC25,15.38296235,16.457709,15.72759875,13.92139751,12.53694925,12.51420586,8.09001153,12.70750942,8.401574813,5.718765513,5.49355423,6.898153678,9.218830082,11.71506883,20.19508282
LRRC26,13.00927078,5.577950138,3.222038396,6.901880244,18.86824612,17.93619661,15.20207331,5.429890214,26.04987929,6.479099417,5.113942355,20.18253778,8.58787017,13.97752573,6.567559322
LRRC27,0.406539712,0.604362754,0.976164036,0.792429275,0.690348329,0.659710771,0.91718154,0.664338841,0.670660849,0.774293648,0.938524648,0.403018923,0.83806134,0.735123366,0.458763335
LRRC28,1.082783818,1.362027281,1.532621805,2.388884352,2.472492732,1.361946453,1.725707427,1.519067471,1.680741518,1.581337599,2.414759735,2.023460343,2.105619882,2.737603191,1.397651491
LRRC29,0.422341609,0.760600136,0.742562056,1.129001709,0.706996119,0.573458833,1.253157345,0.521970654,0.958002291,0.78548016,1.58404077,0.54721613,1.153855155,0.482334989,0.321856448
LRRC3,1.941083392,1.569444295,0.893042268,2.068714327,2.246537128,1.052120092,2.850467079,1.686332522,3.808334319,1.935855196,3.023657331,1.804097861,2.427851799,2.073278495,0.809414317
LRRC30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC31,4.802250348,2.70208638,3.115290884,4.026051963,8.460869273,6.559865976,6.607651953,1.042362768,9.498099061,1.605932136,3.100960234,8.604260381,2.83431987,4.324622181,2.32021911
LRRC32,13.16984433,16.45836817,10.67440727,3.630622099,7.831052981,6.81400397,8.334756052,13.35079922,6.54469902,12.18749916,8.835638459,6.826965996,10.46764368,8.626201949,14.85400089
LRRC34,0.278013589,0.247977336,0.285135769,0.46449043,0.469336292,0.193348069,0.18252369,0.317349187,0.343975307,0.619988147,0.146820042,0.219898312,0.414297215,0.171982014,0.25668564
LRRC36,0.128927793,0.070768363,0.131632349,0.099418039,0.068939865,0.045981777,0.18941471,0.059582807,0.112480147,0.107594814,0.074821167,0.167346944,0.098527605,0.018877168,0.040696422
LRRC37A,0.356203232,0.160036471,0.334287501,0.08816675,0.180793316,0.211025891,0.122834177,0.313868002,0.171389666,0.639301583,0.191098202,0.30887423,0.216258291,0.1280672,0.194890031
LRRC37A2,1.104056044,1.090355345,2.087836832,0.618461897,1.282313449,0.70346975,0.616560249,1.3576281,1.437900242,0.568150645,1.324906388,1.613756351,1.090432184,0.485429037,1.053137735
LRRC37A3,0.48792833,0.636700709,0.645977486,0.626500063,0.612398507,0.809064839,1.019259128,0.553707253,0.726669404,0.76788649,1.155455593,0.507430417,0.849981858,0.515961358,0.952438948
LRRC37B,1.720231062,2.003801377,3.611057452,3.582746368,3.486738573,2.021241512,3.895867917,2.873940206,3.547290678,2.826393598,4.515635962,2.609443114,5.208931802,2.848205347,1.970219326
LRRC38,0.064432709,0,0,0.047844786,0.021328206,0,0.025637499,0.077420176,0,0.103559695,0.097220459,0.045301204,0.08001495,0.020440372,0.176265844
LRRC39,0.126349033,0.100176387,0.355725877,0.70365765,0.271852428,0.195268964,0.251368699,0.177119539,0.369104712,0.380765477,0.285966038,0.399749368,0.313809915,0.120247366,0.08641193
LRRC3B,0.003455245,0,0.029183919,0.073122647,0.085780391,0.00400499,0.037120332,0.012455118,0.081938244,0.012495272,0.208540344,0.047371461,0.141598125,0.082209589,0.010633913
LRRC3C,0,0.071147172,0.216551373,0.29985061,0.148519041,0.173354655,0.285642913,0.14376418,0.18504365,0.216341494,0.180532006,0.094636529,0.148582505,0.142336603,0.030685696
LRRC4,1.651098638,1.887610103,2.082203093,0.901725603,2.020430337,0.827253642,0.762927197,1.791913813,1.230096946,1.361108734,1.398337004,0.876255048,2.090081166,1.794395777,1.934227832
LRRC40,5.398957811,4.319201041,6.883809079,6.524989118,5.99704255,5.725707068,5.198919243,5.400431865,4.74882536,6.189423634,4.157140237,6.046026322,5.374070273,5.866587947,5.124667558
LRRC41,27.1063249,32.63381747,22.84440692,25.17538131,27.13868087,25.97309056,24.87300096,29.66379767,28.20597514,26.27409229,30.39174876,25.99198053,24.40901091,23.40278335,32.37091133
LRRC42,8.493642377,11.77241735,6.655205163,6.867612241,7.226659879,8.580966716,6.333590708,9.071711063,7.935695748,7.002681139,8.259062109,7.829550314,8.698615985,7.604445904,9.337308722
LRRC43,0.088956302,0.211588187,0.178892536,0.231192101,0.206121216,0.085924702,0.053092998,0.035628967,0.198723312,0.089359578,0.134223326,0.109450593,0.128880809,0.155210753,0.015209625
LRRC45,4.141918701,5.088300307,3.258559664,5.086568605,5.167758806,5.521933031,4.654387871,3.992370139,4.755459675,4.389305401,5.379700054,4.560142272,3.824720511,3.710869635,5.665436127
LRRC46,0.174462075,0.023053838,0.187117869,0.086365045,0.115499198,0.044937725,0.32394933,0.13975184,0,0.140202388,0.26324026,0.0204434,0.168508304,0.092242737,0.119317135
LRRC47,18.43135602,20.65014413,16.48818995,25.94188407,23.06722816,19.44452654,20.41260023,22.01633321,22.21082848,18.71078869,25.77898873,22.71848523,21.33208223,18.88153087,18.71769527
LRRC49,0.927831011,0.821458978,0.746353161,1.067895633,0.87019081,0.812564512,1.415189965,0.879493195,0.78657129,1.814365857,1.306642973,1.098101178,1.139412881,1.118497137,0.772044397
LRRC4B,0.556115373,0.94482541,0.871446897,1.102082816,0.982570985,0.485539686,0.931083128,0.668209524,1.146766224,0.60942161,2.244877634,0.708356256,1.775841128,0.982910251,0.437138672
LRRC4C,0.148061268,0.101944841,0.23820285,0.208314065,0.214098633,0.036130205,0.25425587,0.165420847,0.211579554,0.275546511,0.38801908,0.12875351,0.351607274,0.222491165,0.119914628
LRRC52,0,0.260619318,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC53,0,0,0,0,0,0.005823118,0,0.006036439,0,0,0.015160528,0,0,0,0.005153782
LRRC55,0.287998837,0.297444389,0.28348859,0.742863975,0.188155249,0.289896947,0.244265104,0.236770857,0.664210994,0.347165347,1.166429746,0.303728359,0.828236859,0.418349046,0.241024878
LRRC56,0.807652825,0.949611576,0.620150107,1.124486425,0.565070879,1.095725662,1.237972545,0.705780701,1.315336407,0.785499707,1.177096983,1.238929583,0.968781225,0.620160418,0.72497964
LRRC57,6.6971726,6.795164717,5.519103923,7.946390209,8.355879286,9.517930031,7.528459013,6.077528029,9.898954132,5.720755908,7.184314169,8.956280952,7.502567448,7.948618127,5.893524035
LRRC58,7.637930321,7.998940464,10.18779836,8.733121384,8.818934246,7.919620442,9.492942346,10.22853232,7.253664529,10.45439367,7.967446308,8.431967352,9.312852803,8.436597788,7.753460258
LRRC59,89.66221494,74.86757065,51.41355525,38.5350609,49.02850469,97.03519393,50.84615329,95.40417863,57.57238018,73.15645148,44.09920033,76.84237271,36.20749206,43.78996567,109.1870758
LRRC6,0.63444227,0.660214209,0.60024048,0.425603113,0.572754642,0.593321862,0.697083788,0.467790027,0.304770755,0.617040146,0.772358737,0.760333363,0.752061693,0.425407144,0.502934458
LRRC61,5.740340734,5.41509028,6.063008789,7.643546381,5.506638135,5.9750947,4.0375399,4.923923171,6.5557098,4.86138797,5.177220935,5.385018801,6.785267718,4.905981204,5.72202996
LRRC63,0.00418839,0.06475527,0.030322504,0.037321281,0.024955571,0.029128685,0.039997015,0.015097884,0.012955325,0.07573279,0.025278909,0.013251436,0.04681169,0.027902862,0.025780501
LRRC66,2.546866518,2.641351842,4.427556013,7.139005844,10.76389017,4.798885776,3.501229088,1.856442315,4.418064769,3.797605701,4.371054759,7.497796222,5.800954213,14.99125155,3.863415017
LRRC69,0.305586898,0.32708599,1.327406629,0.782856304,0.789000485,0.814676389,1.167280508,0.477337817,0.535628463,0.589386721,0.829962579,0.580098635,0.796927417,0.727073623,0.689684477
LRRC7,0.020640535,0.006136852,0.0840546,0.043106396,0.297206397,0.014952835,0.11087254,0.009300365,0.281979044,0.046651742,0.362047203,0.214957534,0.291566154,0.208714945,0.060876805
LRRC70,1.421244034,1.581909433,3.187930215,0.87269401,2.080851485,1.140487096,2.501280618,2.408321693,1.202358623,1.888939889,2.584361022,1.152975056,3.032100514,1.543361668,1.570168928
LRRC71,0.025596004,0.015220429,0,0.014254818,0.063544999,0.014834221,0.076384055,0.015377649,0,0.046281675,0.057931492,0,0.047679114,0,0.039387324
LRRC72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC73,0.413931343,0.35553623,0.305221586,0.204911005,0.319707656,0.266549807,0.329403022,0.276314432,0.23710232,0.49896944,0.451076744,0.169765117,0.199902668,0.218856505,0.377458171
LRRC74A,0,0.026061932,0,0,0.021761614,0,0.013079238,0,0,0,0,0.046221763,0,0,0.101164341
LRRC74B,0,0,0.010774874,0,0.017735549,0,0,0,0.01841431,0.032293293,0.013474006,0,0,0.0254959,0
LRRC75A,4.742082943,4.918811704,5.363331046,14.64100419,16.52317408,9.739535122,7.476483704,3.612971468,16.70213934,4.369600416,7.926287051,17.459909,7.719029183,16.43484133,7.205709872
LRRC75B,2.735558163,3.06008076,2.973943569,5.671551973,7.369607099,2.197582477,3.524046278,1.008867272,4.607745886,3.101657357,8.500396642,4.084653545,4.204354584,5.335788122,1.94498233
LRRC8A,20.26846325,22.9531711,13.79222171,12.17114744,14.89496193,14.95508095,16.63920461,19.14044567,14.55299099,17.37293857,17.56936879,14.94191165,16.92213446,16.08197018,27.28571649
LRRC8B,2.131484435,2.48633029,3.080174016,2.262061861,2.129148922,3.111952122,2.897078731,3.482820993,2.395393721,4.312611816,2.632671862,2.51976868,2.311207416,2.214052133,2.86067903
LRRC8C,4.780029139,6.739281701,8.293945434,5.54904202,5.03882982,6.135818947,4.993281962,8.591549749,3.190595717,5.703836391,5.583178536,3.022807248,7.173371077,4.490707617,4.719076175
LRRC8D,6.81019327,6.727766718,8.096724534,10.94321476,7.592406596,9.440895292,7.099536551,6.579050902,8.613229074,7.49780912,7.932827567,10.59126684,8.964582045,9.117048909,7.731598746
LRRC8E,0.905865507,1.226661948,0.64932235,0.169828572,0.80159325,0.37425483,1.188381422,0.506509934,0.462372877,0.864924045,0.541319432,0.368893978,0.222759938,0.358505061,1.278940058
LRRC9,0,0,0,0.020322318,0.009059265,0.005287085,0.00544483,0,0.004702987,0,0.006882481,0.00481048,0,0.026046458,0
LRRCC1,2.270767151,0.831824717,2.346859265,1.205930247,1.969535418,1.743598447,2.722022682,1.220331672,2.133821097,2.252187289,1.272208245,2.718135774,1.796660204,1.832837516,0.91411376
LRRD1,0,0,0,0,0.061171315,0,0.018382694,0.018504033,0.031756207,0.037127377,0,0,0,0,0
LRRFIP1,16.98606376,15.00132844,19.71953186,14.89305681,13.57675697,15.83506244,18.3877428,17.74257596,12.52949972,20.14432021,14.56394719,13.64182594,13.78351435,14.44800287,21.28308001
LRRFIP2,7.307155343,7.93677425,9.122671148,9.042220806,8.564996056,9.791625548,10.47703286,6.51650933,11.18348741,9.215660061,7.889948319,10.90456285,7.700040979,8.594360943,8.024837746
LRRIQ1,0.034276285,0.031705454,0.032167405,0.016968002,0,0,0.013638387,0.018304547,0.015706927,0.045908898,0,0.028115375,0.023647541,0.014498226,0.011721023
LRRIQ3,0.021943348,0.195726155,0.211816426,0.073323576,0.043581491,0.101738529,0.130967467,0.224114308,0.045249407,0.092579872,0.033109618,0.02314182,0.136250356,0.104418284,0.033766589
