Gene,PC_1 prostate tumor,PC_1 matched normal tissue,PC_2 prostate tumor,PC_2 matched normal tissue,PC_3 prostate tumor,PC_3 matched normal tissue,PC_4 prostate tumor,PC_4 matched normal tissue,PC_5 prostate tumor,PC_5 matched normal tissue,PC_6 prostate tumor,PC_6 matched normal tissue,PC_7 prostate tumor,PC_7 matched normal tissue,PC_8 prostate tumor,PC_8 matched normal tissue,PC_9 matched normal tissue,PC_9 prostate tumor,PC_10 matched normal tissue,PC_10 prostate tumor
ATP6V1H,18.3293,17.3152,18.4827,33.0821,14.2932,14.4686,30.0131,14.187,29.1293,22.0652,15.525,14.0408,13.6487,17.3485,18.1974,16.5191,19.5455,22.6391,27.0918,13.7548
SEC16B,3.4928,0.9123,1.1669,2.0801,0.3884,0.9241,1.37,1.0477,2.0303,1.7304,0.8866,1.165,0.9812,1.7347,0.2663,0.711,0.6625,0.9272,0.4989,1.6324
DDX39A,16.8928,12.7647,11.9161,17.1756,20.7698,8.9062,14.3248,14.63,17.2433,13.0441,12.7225,9.7045,16.0464,17.3469,12.9105,11.7095,19.4942,18.1593,12.2199,16.0686
ZNF549,2.9309,2.597,2.7777,1.6313,3.3482,3.0414,2.2167,1.4529,2.2044,3.1273,2.234,2.8563,2.2275,1.7346,1.5588,2.0416,1.4903,1.6402,2.1727,1.5938
PMPCB,30.8253,16.9727,19.4315,18.6715,24.6346,19.2525,23.8086,18.4612,27.1562,21.5629,23.5638,19.4228,21.7401,17.3427,26.3313,19.8537,21.7673,23.6951,19.5868,20.4683
DAPP1,0.9073,1.0721,1.741,0.8794,3.1595,1.542,1.522,2.6954,0.8913,1.314,1.0724,1.8274,1.8906,1.7335,1.0184,1.8301,2.5857,4.5882,0.9637,1.4127
TBRG4,15.9046,14.2529,11.8593,9.8434,11.3035,12.5772,8.4018,15.074,9.6262,11.2147,11.6037,11.2559,14.8107,17.3325,13.2614,11.2265,8.6836,12.877,12.4978,17.6751
LONP2,25.7135,23.9237,23.9927,23.1063,17.5331,23.5088,18.5534,13.0905,23.5348,17.0146,23.1862,19.5875,15.3124,17.3318,20.4675,13.3984,13.5822,11.7136,16.027,16.9018
EBF4,8.3242,30.5501,24.2589,6.6213,11.8911,27.3495,11.8922,27.0082,11.4946,27.1619,15.0372,31.1567,16.5204,17.3264,10.838,26.1189,21.5979,19.6349,29.2026,24.6137
TMA7,211.1984,145.419,236.5153,303.6421,632.9778,161.136,322.6491,271.3286,391.1147,295.3057,225.4502,190.4015,205.9253,173.2114,345.8018,330.4054,363.8905,393.1172,537.0634,199.8348
SAMD11,3.8634,11.4278,12.4982,21.7366,2.7886,9.2987,3.9795,15.5853,2.2651,5.0231,5.5186,8.0104,6.7765,17.3197,0.6862,4.7762,8.9539,5.3788,5.5034,6.5253
SRGAP3,1.1892,3.2274,2.5355,2.1334,0.7381,3.2869,2.0848,4.7146,1.5613,3.2042,1.7789,3.9465,1.3832,1.7319,1.077,1.3929,2.6622,2.2039,2.2359,2.4393
FOXN3,11.6233,12.3365,17.2102,15.0138,16.8807,19.8129,24.1532,19.5073,17.7252,18.433,15.257,18.5743,15.915,17.3183,16.5524,21.462,21.8709,21.9185,9.8709,16.184
MACF1,11.9922,13.0069,13.4635,10.4566,12.1317,20.7195,13.3451,8.101,11.0197,13.9846,12.3267,16.8789,11.6492,17.3171,8.4904,12.1992,11.1411,10.4919,5.2588,12.6138
PSME2,187.8977,178.6539,208.6137,197.6854,266.864,147.4363,150.7392,251.2253,315.1904,181.0146,208.1399,183.3188,226.0829,173.158,251.2925,214.6985,531.9046,405.5696,219.3583,193.5657
SERF2,245.2639,243.205,212.4312,278.3978,157.5565,178.7468,179.6521,222.9553,294.5314,247.9602,262.0678,215.1954,234.6546,173.1135,339.1659,266.7878,261.3783,232.2981,375.4365,225.6257
SH3BP4,40.1957,33.8761,33.9281,47.6408,19.3067,35.0854,24.9292,17.6567,32.2602,30.9724,43.4472,36.0853,26.1784,17.307,44.4412,18.7134,17.3652,22.1137,18.0138,33.133
MTG1,32.4512,20.5908,16.7545,17.6699,14.9962,11.3909,12.1409,18.5786,24.0965,21.6375,19.1735,15.1681,27.1335,17.3001,16.6304,15.3017,17.2585,17.5248,20.9783,18.6361
CHMP6,14.8673,18.127,15.2416,14.4673,10.1014,12.9578,11.4754,18.1753,13.9667,12.269,10.535,12.0069,16.5979,17.2989,11.8738,16.364,17.3248,14.4869,20.2711,13.8183
APOBR,1.3119,1.7171,1.9738,2.0994,2.1133,1.3926,2.7771,1.7733,1.6866,1.871,1.2295,1.8363,2.4509,1.7297,0.6395,0.8729,4.4794,4.947,1.0235,2.7599
ZNF503-AS2,2.9245,2.6494,3.2057,6.7931,2.5922,2.3353,1.5477,2.5124,2.8212,2.1575,3.3971,3.7584,2.9383,1.7293,1.7522,2.2932,2.367,2.7148,3.941,3.4787
TULP4,2.5884,2.2736,2.0324,5.6137,2.8545,2.9407,2.5554,1.7518,3.6063,2.6106,2.8524,2.392,2.1261,1.7293,2.986,1.8113,1.7277,2.2956,1.1216,2.2131
ATP7A,3.4385,2.8536,4.0233,2.3547,3.6169,5.2306,4.9867,1.9265,4.4827,3.7182,2.4935,3.6673,1.8232,1.7293,3.6428,2.0154,2.0731,1.5785,1.8831,2.5824
PSMD11,31.2507,22.4744,23.2637,27.96,25.1115,24.3872,21.7999,16.1386,32.323,23.4865,27.8065,20.5483,31.3373,17.2913,24.7483,20.4905,18.0987,18.3842,23.0912,25.8758
HOGA1,0.9395,0.7689,0.8608,0.6582,0.3906,0.88,0.4473,0.7956,0.6146,1.0343,0.553,1.0163,1.0949,1.7289,0.3081,1.573,0.8699,1.1227,0.9587,0.4516
PARN,13.6516,15.3274,17.2913,12.2203,13.909,19.1022,14.9795,16.619,12.5849,14.197,15.2772,17.3525,14.0076,17.2863,11.1245,15.3312,15.6908,15.5966,11.9849,18.3151
MOV10,23.9265,22.9275,21.8166,23.5164,22.3979,16.3969,14.9606,20.3326,22.5727,26.0365,17.3159,18.7704,19.3569,17.2832,18.0761,15.7406,24.1838,21.7226,16.3071,23.3201
SPI1,8.6395,12.4496,12.2995,13.7882,18.8059,10.4711,28.1693,18.7759,12.4184,9.1763,9.3327,10.1838,13.1001,17.2829,3.7962,8.5272,45.3795,40.4634,13.9429,22.4023
CCNDBP1,17.359,18.0797,15.6744,13.0083,18.7038,17.2003,15.9958,18.9418,12.3912,16.5773,17.8592,16.1793,16.6364,17.278,19.2599,17.0959,17.8262,21.4441,19.9345,14.3975
ATXN7L1,3.7276,2.884,2.9938,3.2105,4.7895,3.2272,4.3102,3.1192,3.0266,3.8107,2.4019,3.3682,3.1258,1.7275,3.1509,2.4299,2.6422,2.6424,1.6201,3.3858
FAM136A,24.3325,18.3799,24.0545,33.7753,30.2351,21.2927,24.8591,19.6476,36.4337,32.5725,37.3494,27.7002,25.895,17.275,32.8732,23.5507,28.1225,31.6135,28.2239,26.2711
METTL3,38.5619,21.4593,18.7008,21.2493,18.4878,16.7347,18.3465,14.0355,26.7714,23.1619,22.1231,16.5098,19.5298,17.2698,24.0024,14.1446,13.4776,17.5942,15.3672,21.2399
SRA1,17.7027,19.9573,16.9069,17.4989,11.2113,13.6046,13.4894,18.8694,18.3349,19.0451,16.075,16.6893,19.8885,17.2689,18.72,18.5645,19.4943,17.0317,23.55,17.313
SPOCK1,356.3975,94.1483,62.3084,79.6028,50.0129,112.9411,132.9705,27.2428,159.7371,96.1511,208.7823,106.4437,114.0993,17.2676,89.8357,66.1241,37.9783,24.3444,46.9139,74.5028
FBXO25,39.3017,20.2222,17.9581,22.5721,34.6896,20.5336,15.923,17.7073,31.506,25.7768,25.2575,17.136,26.7596,17.2667,64.5279,22.705,21.5648,28.0166,21.5738,22.1739
PLEKHH3,17.7556,19.815,16.5084,21.5733,8.7341,11.3802,7.1107,27.9064,10.2477,14.1006,11.2529,18.925,13.0916,17.2598,5.133,7.8933,9.3192,9.7896,11.9073,11.6593
FUBP1,26.8265,28.8052,37.2227,42.6825,24.9488,32.0582,32.802,23.9234,35.7687,25.6536,33.532,25.6827,21.1029,17.2592,27.1715,21.3707,20.3968,22.0262,21.2501,27.9639
CEBPA-AS1,3.3793,3.9085,2.5956,3.5679,2.9553,1.8383,3.6605,2.4443,3.074,3.0904,2.803,3.2518,5.5001,1.7257,3.3539,1.5156,2.5153,3.1806,4.7001,2.1725
POLR1C,18.4385,16.4949,19.0674,31.2407,21.5535,15.4393,15.2358,25.8029,20.2474,18.0362,26.0719,16.8775,25.9036,17.2551,25.9928,20.5297,17.9552,21.7968,20.5733,22.1289
NGDN,14.3132,14.2007,20.0792,15.5354,18.7946,18.3279,16.4277,25.3094,16.4025,15.9373,19.7524,18.6571,15.7874,17.2537,18.5716,22.5339,15.4055,24.4689,21.6654,16.0819
ZDHHC21,5.6129,2.0247,1.7465,2.8746,4.3942,3.2501,2.202,1.0247,3.6713,3.7398,3.2541,2.5717,2.5276,1.7253,3.4125,1.8675,2.2071,2.663,1.3114,2.7394
SHISA8,3.3762,0.9677,0.066,0.165,5.3715,0.3511,5.4309,0.5329,3.6568,1.3962,0.3281,0.3707,2.7347,1.7251,6.4885,1.2445,0.2125,1.2607,0.1942,1.6405
RAB21,17.3378,13.8412,20.7924,20.6356,28.7376,24.5849,20.4767,16.6793,16.6963,18.1683,19.0204,19.5265,15.3534,17.25,19.2473,20.9731,19.307,17.2015,14.2838,17.7845
HLA-DQB1,24.969,20.4095,11.9944,10.4815,46.0922,8.1488,13.3756,14.1293,23.9582,17.3536,45.076,46.1865,12.1279,17.2499,15.2523,28.5144,90.0754,92.5504,28.1318,45.9491
TM4SF1,95.1545,36.6233,78.8685,73.27,125.2145,44.8173,105.3581,122.0418,42.3102,60.4791,92.686,47.2684,120.0527,172.4759,115.5457,41.0027,122.6523,94.4519,47.9235,87.7525
ST6GALNAC4,3.1208,8.8237,11.9553,3.7001,5.4054,10.5971,4.6883,14.8479,5.0404,6.692,7.4825,10.1809,7.6901,17.2448,2.0034,9.0723,10.3724,11.0299,9.332,8.8195
CLN6,15.1332,15.1655,13.1431,20.342,15.8354,12.3434,19.046,19.1083,18.6601,15.6382,20.0516,15.7509,21.3315,17.2436,19.9203,16.6219,20.2235,19.3532,16.385,20.6092
ESRRA,19.8249,11.334,9.6518,16.3589,11.1067,7.1074,8.1033,16.3485,16.8662,13.7148,12.7151,9.6905,14.5376,17.2428,11.3151,10.8156,13.3292,13.151,9.1978,13.408
TMEM25,8.6087,16.0885,15.4241,15.9514,5.4669,11.4835,19.4659,12.4265,11.3332,12.9378,14.2444,11.6631,13.6555,17.2394,13.4619,12.3061,9.6318,10.881,11.8286,17.456
MPL,0.2591,0.7993,0.6008,0.6107,0.4154,1.1399,0.2904,0.4108,0.4506,0.8162,1.0338,1.3147,1.1997,1.7236,0.2424,1.4881,0.632,0.6928,1.0589,0.4932
ITGB2,11.8693,17.4466,12.394,14.4555,26.7701,13.3583,55.7646,31.4088,11.6777,9.3341,8.18,10.2951,17.2491,17.2346,4.325,9.0234,49.5567,47.6832,12.4997,20.1842
SIN3B,12.7037,18.4692,13.3997,11.0032,8.8905,16.2468,8.9885,14.2778,12.7556,17.3712,9.9374,15.7817,11.2825,17.2318,5.816,12.5512,11.7975,9.4386,9.3568,17.3102
BTK,1.2532,1.4209,1.9335,2.0513,4.808,1.7222,4.5213,2.0449,1.2742,1.0733,1.4278,1.6837,1.1545,1.7229,0.5399,1.286,4.1171,4.9077,1.7694,2.4099
MTHFS,3.3658,3.1323,1.8833,2.3821,2.9,2.9638,2.3381,1.7918,3.9454,2.2783,2.8524,2.9915,2.8155,1.7227,3.2686,2.6269,2.5415,1.3171,8.6261,1.6304
TMEM241,3.33,1.2586,1.5869,3.5469,4.658,1.768,3.2624,2.4282,4.5222,2.7433,3.7622,1.8511,2.7652,1.7227,4.6144,2.2829,1.7026,1.8315,1.8555,3.9416
MYO1D,23.16,22.5945,20.2826,15.4009,13.9275,20.3058,38.4618,20.9486,16.5504,17.2143,19.9499,19.4319,19.442,17.224,24.4623,12.7794,13.031,13.8804,17.0891,22.1726
CLEC11A,21.2508,30.1794,16.6426,20.7423,16.8203,13.5998,18.2343,20.5877,17.1798,19.7849,19.7047,18.3167,28.1052,17.2239,16.8019,21.6979,22.198,17.1888,53.9441,18.8051
CYP2S1,0.653,1.2354,2.1584,0.7941,0.6894,0.7426,1.699,1.7722,0.9114,2.0446,0.7619,1.2468,1.3582,1.7223,0.1981,0.8824,2.8015,2.0355,1.8047,1.787
NCOA1,15.4628,15.7159,18.6453,16.019,16.2661,24.1885,24.0434,19.1745,16.0682,18.6147,21.3747,21.6203,15.0813,17.2205,12.3832,19.323,17.9232,17.8629,8.8856,18.4735
MAPK8IP1,21.2137,19.7598,16.138,18.8918,13.9036,15.8813,13.3598,11.7211,15.1642,14.4783,15.4814,20.4357,15.2286,17.22,16.0473,15.4884,7.868,9.1191,16.2319,12.3939
ITM2C,68.5199,189.8616,155.5251,46.4273,54.059,147.8525,93.3917,103.7699,100.5525,120.0025,98.7976,185.5728,136.9976,172.1765,76.7,147.5984,113.5151,111.4316,137.2482,132.2132
SOCS3,4.0307,46.6843,64.9865,107.6823,41.9633,12.4507,14.0973,99.2399,7.6528,18.1503,18.926,23.9004,29.5307,172.142,4.018,17.3798,13.0023,18.8373,14.5521,34.632
MOCS2,10.0486,17.9147,21.7097,14.2418,20.4063,18.8616,41.2797,19.6888,24.6303,21.881,20.1866,23.3103,28.1702,17.2135,32.6485,29.8811,27.9974,30.3573,24.9258,19.438
IL28RA,3.932,4.3589,2.8147,4.0753,2.1464,3.6175,2.2282,2.7115,2.8103,4.6535,1.9195,4.8583,2.1586,1.7211,1.45,1.6068,1.8417,1.2265,2.2727,1.7528
ATP5H,166.4887,125.665,217.1621,179.5466,214.5245,151.2711,208.4957,242.3173,268.6073,165.0446,248.4598,159.9128,192.709,172.1063,263.7196,247.1582,238.4871,249.7449,283.1107,154.6988
CTSO,17.3865,18.5061,27.7925,20.9016,24.6976,24.8655,17.1853,17.7134,21.071,21.9017,25.3956,23.6952,16.7704,17.2097,21.645,18.1135,25.3654,26.2204,22.8045,23.9182
FAM83D,4.1676,4.0595,2.5278,6.2494,5.6539,3.492,4.6567,2.2482,2.7387,4.5936,1.7051,2.5053,16.4355,17.2096,4.1052,16.724,4.5972,8.0463,1.2517,0.4996
CTSG,0.1426,0.8408,10.3244,5.0438,4.3085,1.7659,1.0809,1.2367,1.937,6.7659,1.4967,0.1353,2.3663,1.7208,0.2441,1.1182,1.4542,6.6893,0,3.3426
KCNJ8,3.3665,8.949,13.0644,2.3664,6.6265,10.885,6.1577,9.6812,3.6524,6.7723,9.0239,9.2756,11.1802,17.208,2.613,11.2737,11.4034,12.4572,7.3763,8.1218
DKFZp779M0652,0.2642,0.7302,0,0.2092,0.2938,0.1712,0.1802,0.711,0.1583,0.4538,0.1206,0.5326,0.2873,1.7204,0.5653,0.986,0.2887,1.1335,0.4104,0
NIPSNAP3B,0.3453,0.5998,0.6669,0.3775,0.4388,0.5433,0.314,0.365,0.9458,0.46,0.7202,0.5264,1.0727,1.7202,0.2533,0.6582,0.0599,0.7195,0.5254,0.5435
PIGW,3.243,2.0242,2.4115,4.6167,3.8125,2.4989,2.9143,1.7648,3.3149,3.5945,5.6351,2.7534,3.6337,1.7198,2.9758,2.053,1.7971,1.8886,2.0573,2.3815
MPV17L2,8.3644,13.4108,10.2352,6.5979,4.9745,7.8264,7.1528,11.763,8.7014,9.6216,9.5645,8.0889,15.9211,17.1948,9.2048,11.4976,8.8922,8.8817,14.9349,9.0162
KLF5,3.2318,6.5634,26.4547,11.7247,7.3854,12.1994,9.4329,53.6237,6.2793,19.4596,16.0342,15.107,6.2354,17.191,3.5797,6.5182,24.7158,24.0755,4.5503,15.9897
GPR162,0.6895,2.0921,1.3794,0.6543,0.8348,0.9125,0.9209,1.5191,2.4856,2.0821,0.8763,1.3415,1.7465,1.7186,0.3885,1.2556,2.6703,1.5803,2.7969,1.0169
PDIA3P,2.2285,1.823,2.2194,2.9715,3.037,1.9705,4.4537,1.4079,5.8285,2.8654,3.4566,2.8885,2.2452,1.7183,2.7313,3.0953,2.5403,3.7168,0.8451,2.9868
MUC1,0.5926,2.956,12.8206,2.0771,10.9268,7.9968,6.9637,52.4065,4.7613,14.6702,16.5707,7.3873,8.3056,17.1825,1.4506,6.3477,22.802,29.3391,4.1237,27.3775
IL17B,0.2471,0.8742,1.9317,0.2609,1.9237,0.6404,0.8709,1.1084,1.8362,2.2133,1.5222,0.4982,1.254,1.7181,0.5023,1.7046,2.8198,2.1733,1.2337,2.4313
IPO13,16.586,19.3802,13.9716,14.1092,10.0572,18.3815,16.055,9.5948,12.9905,15.5559,16.2286,17.4064,16.8469,17.1784,15.0335,15.424,13.8021,14.0876,15.2623,16.3355
GNB2L1,2309.3479,1528.4644,1736.2289,2977.0664,1846.4132,1193.5509,2672.8864,2221.9744,2562.8933,1499.2072,2152.5011,1555.5031,1547.1588,1717.6549,2107.7466,1394.1388,1692.8327,1746.4082,2680.1078,1870.049
BNC2,0.3279,1.0624,1.7489,0.4144,1.385,1.6748,1.6999,0.596,0.6581,1.511,1.3847,1.8682,1.3171,1.7176,0.5366,1.6463,1.8052,1.2508,0.6424,1.5995
ST7-AS1,0.8747,0.6108,1.2646,0.8993,0.8448,1.6905,2.0938,2.0652,1.4347,3.3895,1.187,2.588,1.591,1.7175,1.3201,1.385,1.4085,1.3926,2.3089,1.353
ZNF383,1.3353,1.2039,2.6624,1.0813,2.5808,2.3744,1.9574,2.1981,1.6781,2.1761,1.8576,1.808,1.3409,1.717,1.4979,1.6186,1.3724,2.0135,0.9666,1.4831
NYAP1,0.325,1.5025,0.6686,0.2072,0.1364,2.3471,0.1897,0.3356,0.2646,0.7946,0.4925,2.3622,0.6936,1.7165,0.1785,1.2262,0.8458,0.5262,0.3157,1.4804
ILKAP,17.2718,15.3551,18.7103,18.2358,13.4496,14.3324,15.7774,20.274,16.3759,18.047,13.4611,16.288,15.8924,17.1632,13.8688,17.8283,14.8292,15.852,16.4635,14.8883
ZNF836,2.2204,2.1154,2.9179,2.2818,1.7587,3.3016,2.583,2.4649,1.7563,3.0464,2.5677,2.5442,2.4202,1.7162,2.0641,2.2951,1.619,2.3689,1.8598,2.5587
BCCIP,31.4465,19.1779,26.866,28.9121,18.5262,20.948,20.1096,23.9774,35.902,22.3659,26.6392,21.318,24.046,17.1597,26.0442,27.7728,21.3197,26.2532,25.8836,21.1937
ZNF787,13.2442,14.5801,20.3538,21.2552,18.0949,16.8465,16.8836,22.8417,21.3274,19.0304,15.5602,16.3467,17.9757,17.1574,18.9511,22.4635,19.0258,20.5687,23.1107,18.8064
MAP2K7,15.9095,16.67,18.9216,18.9408,12.9332,19.5558,16.7539,21.581,18.0095,23.2318,17.7579,22.4657,17.41,17.1514,16.1263,22.263,18.0028,17.3026,13.4999,18.6583
AP4E1,1.4987,1.372,1.6693,0.8328,1.908,2.2744,1.2854,0.9406,0.9926,1.5195,1.8867,1.5715,1.2866,1.715,1.4037,1.4243,1.3183,1.5426,0.6739,1.5143
EXOSC7,13.0072,14.3728,9.2352,8.6344,8.2131,7.6136,7.9034,18.326,12.8267,10.1213,9.6192,9.7821,15.9807,17.1496,11.2387,13.299,14.4473,13.6567,14.9716,9.8041
NRARP,9.6281,6.5358,8.2988,10.7278,11.6982,4.3856,3.5045,42.6881,8.386,8.4465,9.3796,8.1635,11.6557,17.1495,4.416,2.8836,6.1343,6.3623,4.8677,5.6858
CHIC1,2.4252,2.0045,2.4204,1.3558,2.9023,3.224,1.9775,1.2262,2.1761,2.362,2.0887,2.3462,1.8589,1.7148,2.1792,2.4099,2.0035,2.4902,1.879,2.4186
SEMA7A,0.712,0.8701,1.0995,0.533,1.3389,0.4026,0.8065,0.4645,0.5461,0.6798,0.7502,0.5895,0.951,1.7145,0.2548,0.5153,1.2698,1.0941,0.7009,0.8899
YTHDF2,17.9945,17.148,18.131,23.8956,17.3343,18.6459,16.2373,15.7972,17.4182,16.0997,18.497,17.0993,20.482,17.1442,18.5763,16.9205,14.3949,17.4705,15.2301,18.136
NIT1,14.6097,20.604,16.0436,13.734,8.0042,12.9858,12.4014,15.7779,13.9,16.0345,14.3082,14.8934,18.3203,17.1423,13.6909,16.4877,16.0439,13.9811,18.7728,12.3918
TMCO1,26.7264,26.2365,33.067,25.0336,31.4395,28.8939,25.6231,27.3373,34.5007,32.5006,30.3205,31.1171,25.7967,17.1408,32.1514,29.8746,28.0633,32.8969,35.7003,23.7057
SCFD1,26.5915,21.2746,23.5843,24.2218,20.4656,23.664,19,21.8332,27.4649,18.1233,26.1146,20.0485,20.5342,17.1408,29.3717,21.5337,16.5759,21.7246,19.4479,20.1412
C2orf27A,0.7368,0.2861,0.319,0.4364,0.6396,0.2018,0.3596,0.4192,4.1528,0.6527,0.2296,0.324,0.3822,1.7137,0.1538,0.6179,0.5062,0.6631,0.0319,0.8488
C19orf18,3.526,2.6163,2.08,2.0738,0.4474,2.0036,3.3148,2.7175,3.4263,4.2975,3.0453,3.3228,5.6501,1.7134,2.6331,5.0314,3.1947,2.5992,3.0667,3.5765
ESPN,0.4105,4.6097,2.3022,1.3002,5.5059,2.7458,4.1353,4.3075,0.7275,3.0099,2.4692,3.7528,4.8937,1.7134,0.7506,2.504,2.6578,2.9672,6.4313,3.551
IP6K1,15.7972,15.4284,13.2511,13.1396,13.1357,15.6694,15.0482,13.3078,12.7387,17.6107,15.8171,17.2351,17.0423,17.1294,12.9699,14.5814,13.2087,12.2141,9.2316,16.0692
KIAA0664,23.027,18.5914,13.4711,10.1937,11.3562,14.5838,12.3303,14.7162,10.1154,15.302,13.6277,14.3886,17.6995,17.1273,15.5862,13.6305,10.177,11.0869,10.2771,15.1889
TRPV4,0.2635,3.7891,4.3002,0.3139,0.9018,3.6078,0.4548,3.5463,1.1986,3.6349,2.0721,4.1991,1.4892,1.7123,0.2082,2.2437,3.2026,2.9165,2.753,3.9289
TMEM150A,13.9724,13.6564,13.2996,11.8465,15.0843,10.2913,14.6089,13.9659,13.289,11.8455,12.3528,11.4754,19.8502,17.1225,15.2329,15.4379,11.8295,13.1037,21.6224,16.2053
EXT1,8.8727,12.1972,11.4075,11.9847,8.1099,14.7693,11.792,11.0647,12.3683,10.0508,10.1876,12.4912,10.941,17.1218,7.4941,14.9311,12.0985,12.5758,8.1239,9.3192
LEMD2,20.8987,18.9637,14.1914,13.0556,16.1971,16.1563,16.2596,21.0608,20.2307,19.8004,12.9054,15.5717,17.1648,17.1216,13.9464,17.7926,13.7767,15.6578,17.1592,17.6627
TRIP12,21.2637,23.9349,29.3932,22.3351,25.651,32.4857,27.4639,16.1125,19.8283,23.0397,19.7652,24.8965,17.5359,17.119,20.051,17.0931,17.3271,19.9757,19.0076,20.5317
MBD1,16.6578,20.2693,18.1416,12.0309,14.0786,20.1575,14.5615,18.3038,13.6894,21.6296,14.6659,19.1856,16.0051,17.1173,13.9543,18.1506,16.6979,13.5249,14.6136,18.2131
C1orf21,30.8042,9.2821,14.3466,7.3666,16.7161,17.0184,26.296,16.1867,19.8025,18.1046,14.8007,17.4717,21.0448,17.1162,23.1492,16.833,12.3548,14.8479,12.7645,15.2653
SNCAIP,0.2892,1.4313,4.5607,0.3508,6.4532,4.0987,2.7368,3.7703,1.9411,3.1892,4.8801,3.6428,2.2543,1.7114,0.6583,2.1322,7.8167,10.5177,1.5074,3.5907
SMPD3,3.1051,1.7068,2.0395,1.1353,4.8254,4.1446,3.4574,5.4293,3.0492,2.4344,4.7549,2.8669,2.2159,1.7113,2.408,1.2105,3.1331,2.9005,1.8461,2.3141
IBA57,1.5748,1.0373,1.202,1.2031,1.5386,1.7917,1.3895,1.6988,1.3823,1.5458,1.5233,1.8518,1.6911,1.7111,0.757,1.2467,1.2359,0.954,1.0803,1.3764
IDUA,31.4507,27.5702,15.6954,20.6499,16.9846,11.8506,6.5737,17.0187,15.3027,18.3869,18.9692,15.2457,22.105,17.1108,7.278,12.2839,12.0924,14.6613,14.5554,16.9074
MEF2A,14.5441,12.7729,15.8744,10.2051,15.4008,21.5901,16.2436,11.0781,15.0363,18.2104,14.2463,20.6474,13.3563,17.1091,10.8232,18.0648,14.5727,15.7976,9.6467,15.9636
NAT14,14.0304,8.8598,14.042,15.5423,7.0165,7.9471,8.0016,15.6403,15.8541,13.174,9.2156,14.8039,11.1416,17.1084,5.3312,16.4266,16.1524,11.7776,16.3865,12.0467
CEP78,1.9127,1.6566,1.7641,1.4413,2.6039,2.2696,2.0791,1.7088,1.4535,1.7919,1.8616,1.9276,1.5267,1.7099,1.7187,1.6085,1.3335,1.832,1.3878,1.1079
GLI1,2.1366,3.001,1.934,2.1982,1.3434,2.8318,1.4189,3.093,2.2873,3.1222,1.6841,2.2229,3.1273,1.7097,0.5247,1.2137,1.2557,1.2917,1.7025,1.65
POTEM,279.5657,68.3989,16.9032,92.7246,20.9943,42.9129,39.9497,5.8313,153.3167,108.8801,31.9854,71.9102,67.7222,17.0954,15.582,36.1848,9.6181,12.0454,50.3578,37.2391
MINOS1,16.3529,13.5039,11.4157,10.1524,12.6151,10.4311,8.8369,12.4855,10.1276,10.6075,12.0246,16.2448,24.6956,17.0932,18.3274,18.6568,9.9627,13.5904,22.1413,11.5215
MIA3,79.1969,34.067,19.812,35.5574,19.7152,30.5139,36.9792,10.5651,50.3671,32.6187,20.139,18.46,20.0312,17.0893,33.3584,18.2569,16.0615,10.9961,11.4226,20.6114
OCRL,33.0197,14.3053,12.6344,13.9163,12.4412,19.7004,11.2849,7.4992,14.2281,13.7984,18.9523,18.6326,12.1491,17.0892,11.3216,15.8181,8.102,10.4783,11.0277,13.5035
CAMTA2,23.1556,14.1193,12.2292,9.6339,11.3159,15.9308,12.1735,11.6699,9.157,15.0218,10.6823,13.5222,14.4466,17.0886,10.6108,10.0122,10.1896,9.5658,6.3998,14.2416
TMEM245,18.1259,12.7007,18.1124,18.2311,18.2248,18.8617,29.638,19.6056,20.2808,18.4232,17.3039,16.044,19.8228,17.0872,18.9303,21.4447,20.4335,21.5533,11.4191,16.7727
SNX30,4.5963,1.6832,1.7375,2.1341,3.9605,3.2884,4.6475,2.4187,2.7731,2.0889,2.3553,2.4813,1.5971,1.7084,2.2212,1.6044,1.7951,2.5386,1.0571,1.834
EFEMP1,21.1019,53.8948,70.1183,89.4481,15.9378,84.4591,26.4761,84.4864,17.7288,36.6629,25.1603,83.832,35.4099,170.7732,17.381,97.5718,34.2679,64.1639,37.5806,38.9536
RNF220,20.3563,19.3914,21.2349,21.3468,12.0787,16.7779,21.3682,20.3138,18.9128,18.5643,16.0276,15.6143,19.4386,17.0765,16.2551,17.2218,19.8621,20.414,15.2849,18.7286
RNF13,30.4561,27.1732,32.619,27.722,37.9083,34.4907,43.5877,19.0305,27.4199,27.9265,25.9643,28.1713,26.1825,17.0754,37.1302,25.0153,24.242,30.0235,28.6179,28.3893
KPNA6,17.4125,16.8945,19.529,19.4913,12.8992,19.3694,14.3127,16.5325,14.9765,19.7183,17.5962,20.7447,19.1464,17.0735,14.6971,17.872,16.327,15.6851,14.3796,17.0623
H3F3B,134.8194,131.7382,165.2858,178.8373,178.9152,131.0336,164.341,271.4143,131.9315,130.2528,155.5806,164.6678,137.9015,170.7112,121.2384,135.0402,129.8856,127.9868,166.039,139.4735
STARD9,0.4678,0.8276,0.7884,0.2053,0.7241,1.3721,0.6665,0.6422,0.5161,1.5687,0.7652,1.0121,0.7206,1.7071,0.1351,0.6247,0.7746,0.5828,0.2101,0.8667
