source,target
MIR942,FOXO3
SERPINB10,FOXO3
TEX26,FOXO3
OR2A14,FOXO3
LRCH1,FOXO3
SLC7A10,FOXO3
TXNDC12,FOXO3
EXOSC8,FOXO3
RBM42,FOXO3
OR5T3,FOXO3
CEP95,FOXO3
UBTD1,FOXO3
HILS1,FOXO3
KAT2A,FOXO3
TRAM2,FOXO3
CDC42SE2,FOXO3
MED4,FOXO3
ZNF709,FOXO3
KLHL7,FOXO3
DLAT,FOXO3
SLC22A12,FOXO3
HSPA13,FOXO3
MAMDC2,FOXO3
DPH3,FOXO3
ISL1,FOXO3
ARHGEF12,FOXO3
MRPL37,FOXO3
SLC22A1,FOXO3
CLEC3B,FOXO3
P2RY12,FOXO3
DBNDD2,FOXO3
IFIT1,FOXO3
AHCY,FOXO3
RYK,FOXO3
TCF15,FOXO3
PRPS2,FOXO3
TINAGL1,FOXO3
SPON2,FOXO3
MGAT4A,FOXO3
C6ORF223,FOXO3
HEBP2,FOXO3
DAAM2,FOXO3
YTHDF2,FOXO3
ATP6V1G2-DDX39B,FOXO3
VARS,FOXO3
REXO1L2P,FOXO3
REXO1L1P,FOXO3
NBPF14,FOXO3
MIR3687-1,FOXO3
MIR3648-1,FOXO3
MILR1,FOXO3
LOC401242,FOXO3
LINC00685,FOXO3
HCG26,FOXO3
FCGR1B,FOXO3
FAM101B,FOXO3
TNF,FOXO3
RNF39,FOXO3
ZFP57,FOXO3
TRIM40,FOXO3
TRIM26,FOXO3
GTPBP6,FOXO3
FLOT1,FOXO3
FAM21A,FOXO3
TCF19,FOXO3
PRRC2A,FOXO3
GNL1,FOXO3
CYP21A2,FOXO3
EHMT2,FOXO3
BRD2,FOXO3
GPR89B,FOXO3
NEU1,FOXO3
TNXB,FOXO3
HCP5,FOXO3
HLA-E,FOXO3
DDX39B,FOXO3
SLC25A26,FOXO3
LSM2,FOXO3
PLG,FOXO3
SLC41A2,FOXO3
GTDC1,FOXO3
LLGL2,FOXO3
PHF2,FOXO3
EGLN2,FOXO3
